s1,s10,s11,s12,s13,s14,s16,s17,s19,s20,s23,s26,s27,s28,s29,s31,s32,s34,s35,s36,s40,s41,s43,s45,s46,s48,s5,s50,s54,s56,s6,s63,s66,s67,s70,s71,s73,s74,s77,s78,s8,s81,s82,s84,s86,s89,s91,s94,s96,s97,target
-0.81260294895038,-0.373814032963541,-0.314837958685713,-0.254619362820734,-0.193395900655223,-0.131409193224009,-0.0061266221500946,0.0566748084207391,0.181359694999083,0.377502852261011,0.65349733078419,0.906341340568065,0.98390007144182,1.05757579823478,1.12707775651253,0.971347632305536,1.0136383721218,1.27399050430979,1.45119897068653,1.6182623578702,1.72290965053367,1.60409724119376,1.35107369161921,1.24916820857569,1.27979290646188,1.43656673301925,-0.642132670122804,1.54119077860253,1.09868302903084,0.738614196886296,-0.592730762220128,0.506607371276586,0.121211628754345,-0.0786999702131017,-0.587805282199511,-0.670175679218569,-0.705420133439052,-0.692982371529251,-0.785642590365831,-0.896110581559736,-0.487113432500834,-1.34731270858454,-1.46911789910079,-1.57556265702909,-1.51003895613304,-1.36921843014102,-1.4183677117061,-1.62392869917155,-1.48190695628737,-1.44937809368457,Swell_with_Oscillatory_Transient
-0.981450886134802,-0.931391749530541,-0.906696955061889,-0.878423841942045,-0.846683991231736,-0.811602665621156,-1.14469378547917,-1.07553337454753,-0.924768332285593,-0.8437587016991,-0.5820934561933,-0.299807259803455,-0.202843507458401,-0.105079224459794,-0.0069002417683744,0.189151844856345,0.286251220771416,0.476682115768191,0.569262091106944,0.659595449043208,0.991494869429244,1.065473255006,1.20053985372391,1.31667322178085,1.36705511518012,1.45145593384871,-0.99829407015377,1.51296642538277,1.56381249077734,1.47351925159902,-0.992658064397678,1.15967173860162,1.30296932849611,1.23096682359178,0.692630453289518,0.612484907963798,0.645666892950772,0.634086664690742,0.140802951472479,-0.0326390303682167,-0.969671052842477,-0.128657595210969,-0.154817482787277,-0.432193928097155,-0.785010979689977,-0.856221262075766,-0.95484343377923,-0.806415572040555,-0.874172456966635,-0.902939533416116,Swell_with_Oscillatory_Transient
-0.370116301411016,-0.810274812853608,-0.845474311274946,-0.877337108850152,-0.905737457673926,-0.930563274544345,-0.969113901507418,-0.982686569887556,-0.998159002235424,-0.99999770358136,-0.981883420084317,-0.928985426920051,-0.903912491534694,-0.875272226503586,-0.843177661868312,-1.22300297455217,-1.15678327113637,-1.08289080653823,-1.03482809412532,-0.901053199256516,-0.491489413282519,-0.473009596771584,-0.227294692035534,0.0988633513446134,0.16372322042968,0.21577585224182,-0.589517698204461,0.482829687406338,0.817476538420167,0.950262355467326,-0.63907380468897,1.38996020321407,1.60950361770851,1.5697939958915,1.55589062158442,1.62194319753205,1.61675488138047,1.53101049484479,1.41882886768011,1.437315591719,-0.730433999023651,1.20123673126605,1.08994432319995,1.00724928261383,0.915842802123602,0.582177870107962,0.392135356628812,0.0606515148729416,-0.0649292357990464,-0.127459136207378,Swell_with_Oscillatory_Transient
0.709603355385438,0.976682218023366,0.988235462556136,0.995888593200035,0.999611406544793,0.99938921034693,0.987128862640478,0.975139097123066,0.939676786651312,0.916344195235214,0.825087343394517,0.704601361072861,0.658654627893259,0.610108485808039,0.559154524261388,0.450836219759193,0.393899359665593,0.275592855864306,0.214690113878024,0.152940088094848,-0.153134064205994,-0.250850269662355,-0.442930972162936,-0.62802638863837,-0.717036829611038,-0.886228145654357,0.862537094088124,-0.64592719075681,-0.962185433920891,-1.86155604980897,0.892606689955459,-0.847838382055283,-1.3967447518675,-1.77084831239363,-2.10242057921099,-1.81828520622743,-0.981368868612933,-0.641485077761854,-1.03312017259194,-0.956974045979001,0.942072980826792,-0.707150566387267,-0.6178433388424,-0.432275925436566,-0.239891262457479,0.0548135085585097,0.159926884988473,0.342063644120014,0.457139100292994,0.512082628125298,Swell_with_Oscillatory_Transient
0.122886916707819,0.635522447585347,0.682747843661652,0.727278745916843,0.768939411223955,0.807565423969967,0.875116312870884,1.42368667880912,1.49696368699063,1.52480704367975,1.57191035884671,1.84963337939484,1.74139607025611,1.54621294682077,1.33921363213961,1.16483450044183,1.23843041004934,1.47140666255302,1.48668751788087,1.38112812128958,0.585509301564228,0.570295660568208,0.70791697035008,0.639808957909241,0.448495561610511,-0.0562467858707613,0.365831185126661,-0.314119130825601,-0.245711317907569,-0.608324751802595,0.423547258530873,-0.998775781126981,-1.40632894944447,-1.57793829098205,-1.59684400957373,-1.48073967985028,-1.36555671633101,-1.42457382058791,-1.73383255257273,-1.71908137946602,0.533743580612722,-1.30087962995384,-1.19222284719148,-1.19513033447874,-1.15097556617781,-0.58977799722286,-0.483912635655723,-0.311360767349976,-0.189802452726092,-0.127778788634241,Swell_with_Oscillatory_Transient
0.865845705273608,0.462977605360574,0.406408393433948,0.348235273248772,0.288687827533646,0.228001062852168,0.104171139493153,0.0415166809506022,-0.0840358630976396,-0.146438450071474,-0.329205925993959,-0.500311117864922,-0.553690769825375,-0.604885257274577,-0.653692538959104,-0.743385186256454,-0.783916575967067,-1.28026716767515,-1.32638647684133,-1.36727114455176,-1.47555900185006,-1.48828384817034,-1.49608577272911,-1.48029353093361,-1.4636129592467,-1.41301180747037,0.714221254814411,-1.34012661539789,-1.1324351876627,-1.00090436988421,0.66886356221165,-0.431999774595846,-0.155884330714252,-0.0621266125622748,0.219134204457126,0.31165019302428,0.223219681737275,0.461118933357061,1.06633069342381,0.972661934498458,0.570418504066424,0.911652302739428,1.15489749827355,1.5265790842038,1.34006755155698,1.3392351837207,1.6929536923822,1.38958035095545,1.28519938363091,1.40722814458845,Swell_with_Oscillatory_Transient
0.871811474713024,0.998565006280235,0.993231943055175,0.983979047115387,0.970842835413901,0.953875150576938,0.908728073096497,0.880726855342095,0.814421165749971,0.776378372176881,0.644526298119592,0.489841558627585,0.434133472776446,0.376712060444977,0.317803937714301,0.19646244470753,0.134507953868678,0.0092530489214163,-0.05355304130069,-0.116147782134839,-0.576931662851771,-0.66982205662576,-0.847316235906722,-1.01144773198525,-1.08768420888142,-1.22699545506028,0.966240556029505,-1.34695624994128,-1.52159407605876,-1.57351696445379,0.980511350173745,-1.55800100740445,-1.45831972147937,-1.41338358570276,-1.24592595408392,-1.17995807525015,-1.03433077439447,-0.955246076798253,-0.696694009844891,-0.604544575358026,0.997402998782224,-0.315281398395423,-0.215857314888634,-0.0148492207134461,0.186393054542886,0.637538858963469,0.405838379026989,0.398145122988171,0.733621414126643,0.972669973009556,Swell_with_Oscillatory_Transient
0.373860548405273,0.812632177242035,0.847621499169546,0.879265646281263,0.907439733585371,0.932032570830798,1.36980848868147,1.38862394461888,1.45127314062669,1.54273438804744,1.37580617529362,1.19545113382467,1.25287774328174,1.31469296070645,1.32848622443811,1.13141129884463,0.969941215062793,0.758643514070013,0.749528963146571,0.773796534899984,0.431699681416734,0.25614498522829,0.0601267234305191,0.0534450601904028,0.0240330703258946,-0.219230830207346,0.592771153709976,-0.551647603181758,-0.674987926733856,-0.816746262924547,0.642171115305066,-1.17773804763234,-1.36980848868147,-1.38862394461888,-1.41200005074773,-1.40866614671444,-1.38535535113664,-1.36547045665258,-1.27390229491859,-1.2331433319169,0.733183013324767,-1.0824052724259,-1.02333327645294,-0.89332246653404,-0.530601351435869,-0.362374511949356,-0.242702424797138,-0.0566247372310223,0.0689539061879628,0.13145890988135,Swell_with_Oscillatory_Transient
0.995092835288017,0.893202420137152,0.863205830867532,0.82980256254471,0.793124442608254,0.753316222840914,0.664949636293618,0.616740012059911,0.513218657607545,0.458315478880503,0.283654891371951,0.0989456879224954,0.0362680451017407,-0.0265527311237368,-0.089268715850258,-0.213397655826752,-0.274320730859756,-0.392682862184277,-0.449654797217971,-0.504852150194781,-0.703661852216739,-0.74688819858998,-0.824339050133494,-0.888789582420123,-0.915813626231117,-1.46663987009651,0.988436955984614,-1.50944940680802,-1.52335400951429,-1.49422979161818,0.976965424407459,-1.37011085728331,-1.24834635003528,-1.07106739649173,-0.486537113860329,-0.372596712855753,-0.315129541079719,-0.335626531654872,-0.265408259348991,-0.14195660901873,0.942515941990769,0.410675502801515,0.574178643718304,0.762332095907505,0.78903738618671,0.848082861156521,1.05001387987165,1.4232159836457,1.52698095116218,1.5206973685807,Swell_with_Oscillatory_Transient
0.001150244819052,0.536797624334427,0.588715431060147,0.63830984693797,0.685385145465959,0.729755541947482,0.809692556125651,0.844943698947084,0.905316204318342,0.930199304171039,0.982502135300734,0.999999338468209,0.997953843732089,0.991969881096501,0.982071066528155,0.950700441944254,0.929352437452056,0.875751965671442,0.843711034957417,0.808340362243322,0.636537289206942,0.586854295847538,0.480745388187723,0.367054838572814,0.307922842119887,0.186251319806056,0.249803830411498,0.0616425029177387,-0.188511061448,-0.310110737780876,0.310110737780876,-0.958483463176958,-1.13232235982632,-1.18161966029445,-1.30084618320771,-1.33051034846252,-1.37398958155357,-1.38763305672056,-1.39559817215005,-1.38722984192226,0.426819782527773,-1.3295161969393,-1.29966187428151,-1.22470377785928,-1.13043137125763,-0.956138267655284,-0.994201104247801,-0.415950172253107,-0.532483313405908,-0.522699657639509,Swell_with_Oscillatory_Transient
