t,vLoca,vLocb,vLocc
7.39999995857943e-06,20882.85546875,612300,-631410.375
7.49999981053406e-06,20855.556640625,612314.25,-631397.3125
7.60000011723605e-06,20828.2578125,612328.5,-631384.3125
7.70000042393804e-06,20800.958984375,612342.75,-631371.3125
7.80000027589267e-06,20773.662109375,612357,-631358.25
7.90000012784731e-06,20746.36328125,612371.25,-631345.25
7.99999997980194e-06,20719.064453125,612385.5625,-631332.1875
8.09999983175658e-06,20691.765625,612399.8125,-631319.1875
8.19999968371121e-06,20664.466796875,612414.0625,-631306.125
8.30000044516055e-06,20637.16796875,612428.3125,-631293.125
8.40000029711518e-06,20609.869140625,612442.5625,-631280.0625
8.50000014906982e-06,20582.5703125,612456.8125,-631267.0625
8.60000000102445e-06,20555.2734375,612471.0625,-631254
8.69999985297909e-06,20527.974609375,612485.3125,-631241
8.79999970493373e-06,20500.67578125,612499.5625,-631227.9375
8.89999955688836e-06,20473.376953125,612513.75,-631214.9375
9.0000003183377e-06,20446.078125,612528,-631201.875
9.10000017029233e-06,20418.779296875,612542.25,-631188.8125
9.20000002224697e-06,20391.48046875,612556.5,-631175.8125
9.2999998742016e-06,20364.181640625,612570.75,-631162.75
9.39999972615624e-06,20336.8828125,612585,-631149.6875
9.49999957811087e-06,20309.58203125,612599.25,-631136.6875
9.60000033956021e-06,20282.283203125,612613.5,-631123.625
9.70000019151485e-06,20254.984375,612627.6875,-631110.5625
9.80000004346948e-06,20227.685546875,612641.9375,-631097.5625
9.89999989542412e-06,20200.38671875,612656.1875,-631084.5
9.99999974737875e-06,20173.087890625,612670.4375,-631071.4375
1.00999995993334e-05,20145.7890625,612684.6875,-631058.375
1.02000003607827e-05,20118.490234375,612698.875,-631045.375
1.03000002127374e-05,20091.189453125,612713.125,-631032.3125
1.0400000064692e-05,20063.890625,612727.375,-631019.25
1.04999999166466e-05,20036.591796875,612741.625,-631006.1875
1.05999997686013e-05,20009.29296875,612755.8125,-630993.125
1.06999996205559e-05,19981.994140625,612770.0625,-630980.125
1.08000003820052e-05,19954.693359375,612784.3125,-630967.0625
1.09000002339599e-05,19927.39453125,612798.5,-630954
1.10000000859145e-05,19900.095703125,612812.75,-630940.9375
1.10999999378691e-05,19872.794921875,612827,-630927.875
1.11999997898238e-05,19845.49609375,612841.1875,-630914.8125
1.12999996417784e-05,19818.197265625,612855.4375,-630901.75
1.14000004032278e-05,19790.896484375,612869.625,-630888.6875
1.15000002551824e-05,19763.59765625,612883.875,-630875.625
1.1600000107137e-05,19736.298828125,612898.125,-630862.5625
1.16999999590917e-05,19708.998046875,612912.3125,-630849.5
1.17999998110463e-05,19681.69921875,612926.5625,-630836.4375
1.18999996630009e-05,19654.3984375,612940.75,-630823.375
1.20000004244503e-05,19627.099609375,612955,-630810.3125
1.21000002764049e-05,19599.80078125,612969.1875,-630797.25
1.22000001283595e-05,19572.5,612983.4375,-630784.1875
1.22999999803142e-05,19545.201171875,612997.625,-630771.125
1.23999998322688e-05,19517.900390625,613011.875,-630758.0625
1.24999996842234e-05,19490.6015625,613026.0625,-630745
1.26000004456728e-05,19463.30078125,613040.25,-630731.9375
1.27000002976274e-05,19436,613054.5,-630718.875
1.2800000149582e-05,19408.701171875,613068.6875,-630705.8125
1.29000000015367e-05,19381.400390625,613082.9375,-630692.6875
1.29999998534913e-05,19354.1015625,613097.125,-630679.625
1.3099999705446e-05,19326.80078125,613111.3125,-630666.5625
1.31999995574006e-05,19299.501953125,613125.5625,-630653.5
1.33000003188499e-05,19272.201171875,613139.75,-630640.4375
1.34000001708046e-05,19244.900390625,613153.9375,-630627.3125
1.35000000227592e-05,19217.6015625,613168.1875,-630614.25
1.35999998747138e-05,19190.30078125,613182.375,-630601.1875
1.36999997266685e-05,19163,613196.5625,-630588.125
1.37999995786231e-05,19135.701171875,613210.75,-630575
1.39000003400724e-05,19108.400390625,613225,-630561.9375
1.40000001920271e-05,19081.099609375,613239.1875,-630548.875
1.41000000439817e-05,19053.80078125,613253.375,-630535.75
1.41999998959363e-05,19026.5,613267.5625,-630522.6875
1.4299999747891e-05,18999.19921875,613281.75,-630509.625
1.43999995998456e-05,18971.8984375,613296,-630496.5
1.4500000361295e-05,18944.599609375,613310.1875,-630483.4375
1.46000002132496e-05,18917.298828125,613324.375,-630470.375
1.47000000652042e-05,18889.998046875,613338.5625,-630457.25
1.47999999171589e-05,18862.697265625,613352.75,-630444.1875
1.48999997691135e-05,18835.396484375,613366.9375,-630431.0625
1.49999996210681e-05,18808.095703125,613381.125,-630418
1.51000003825175e-05,18780.796875,613395.3125,-630404.875
1.52000002344721e-05,18753.49609375,613409.5,-630391.8125
1.53000000864267e-05,18726.1953125,613423.75,-630378.6875
1.54000008478761e-05,18698.89453125,613437.9375,-630365.625
1.5499999790336e-05,18671.59375,613452.125,-630352.5
1.56000005517853e-05,18644.29296875,613466.3125,-630339.4375
1.56999994942453e-05,18616.9921875,613480.5,-630326.3125
1.58000002556946e-05,18589.69140625,613494.6875,-630313.25
1.58999991981545e-05,18562.390625,613508.875,-630300.125
1.59999999596039e-05,18535.08984375,613523,-630287
1.61000007210532e-05,18507.7890625,613537.1875,-630273.9375
1.61999996635132e-05,18480.48828125,613551.375,-630260.8125
1.63000004249625e-05,18453.1875,613565.5625,-630247.75
1.63999993674224e-05,18425.88671875,613579.75,-630234.625
1.65000001288718e-05,18398.5859375,613593.9375,-630221.5
1.66000008903211e-05,18371.28515625,613608.125,-630208.4375
1.6699999832781e-05,18343.984375,613622.3125,-630195.3125
1.68000005942304e-05,18316.68359375,613636.5,-630182.1875
1.68999995366903e-05,18289.3828125,613650.625,-630169.0625
1.70000002981396e-05,18262.080078125,613664.8125,-630156
1.70999992405996e-05,18234.779296875,613679,-630142.875
1.72000000020489e-05,18207.478515625,613693.1875,-630129.75
1.73000007634982e-05,18180.177734375,613707.375,-630116.625
1.73999997059582e-05,18152.876953125,613721.5,-630103.5625
1.75000004674075e-05,18125.576171875,613735.6875,-630090.4375
1.75999994098675e-05,18098.2734375,613749.875,-630077.3125
1.77000001713168e-05,18070.97265625,613764,-630064.1875
1.77999991137767e-05,18043.671875,613778.1875,-630051.0625
1.78999998752261e-05,18016.37109375,613792.375,-630037.9375
1.80000006366754e-05,17989.0703125,613806.5625,-630024.8125
1.80999995791353e-05,17961.767578125,613820.6875,-630011.75
1.82000003405847e-05,17934.466796875,613834.875,-629998.625
1.82999992830446e-05,17907.166015625,613849,-629985.5
1.84000000444939e-05,17879.86328125,613863.1875,-629972.375
1.85000008059433e-05,17852.5625,613877.375,-629959.25
1.85999997484032e-05,17825.26171875,613891.5,-629946.125
1.87000005098525e-05,17797.958984375,613905.6875,-629933
1.87999994523125e-05,17770.658203125,613919.8125,-629919.875
1.89000002137618e-05,17743.357421875,613934,-629906.75
1.89999991562217e-05,17716.0546875,613948.125,-629893.625
1.90999999176711e-05,17688.75390625,613962.3125,-629880.5
1.92000006791204e-05,17661.451171875,613976.4375,-629867.375
1.92999996215804e-05,17634.150390625,613990.625,-629854.25
1.94000003830297e-05,17606.849609375,614004.75,-629841.0625
1.94999993254896e-05,17579.546875,614018.9375,-629827.9375
1.9600000086939e-05,17552.24609375,614033.0625,-629814.8125
1.97000008483883e-05,17524.943359375,614047.25,-629801.6875
1.97999997908482e-05,17497.642578125,614061.375,-629788.5625
1.99000005522976e-05,17470.33984375,614075.5625,-629775.4375
1.99999994947575e-05,17443.0390625,614089.6875,-629762.3125
2.01000002562068e-05,17415.736328125,614103.8125,-629749.125
2.01999991986668e-05,17388.435546875,614118,-629736
2.02999999601161e-05,17361.1328125,614132.125,-629722.875
2.04000007215654e-05,17333.83203125,614146.25,-629709.75
2.04999996640254e-05,17306.529296875,614160.4375,-629696.625
2.06000004254747e-05,17279.2265625,614174.5625,-629683.4375
2.06999993679347e-05,17251.92578125,614188.6875,-629670.3125
2.0800000129384e-05,17224.623046875,614202.875,-629657.1875
2.09000008908333e-05,17197.322265625,614217,-629644
2.09999998332933e-05,17170.01953125,614231.125,-629630.875
2.11000005947426e-05,17142.716796875,614245.25,-629617.75
2.11999995372025e-05,17115.416015625,614259.4375,-629604.5625
2.13000002986519e-05,17088.11328125,614273.5625,-629591.4375
2.13999992411118e-05,17060.810546875,614287.6875,-629578.3125
2.15000000025611e-05,17033.509765625,614301.8125,-629565.125
2.16000007640105e-05,17006.20703125,614315.9375,-629552
2.16999997064704e-05,16978.904296875,614330.0625,-629538.8125
2.18000004679197e-05,16951.6015625,614344.25,-629525.6875
2.18999994103797e-05,16924.30078125,614358.375,-629512.5625
2.2000000171829e-05,16896.998046875,614372.5,-629499.375
2.20999991142889e-05,16869.6953125,614386.625,-629486.25
2.21999998757383e-05,16842.392578125,614400.75,-629473.0625
2.23000006371876e-05,16815.08984375,614414.875,-629459.9375
2.23999995796476e-05,16787.7890625,614429,-629446.75
2.25000003410969e-05,16760.486328125,614443.125,-629433.625
2.25999992835568e-05,16733.18359375,614457.25,-629420.4375
2.27000000450062e-05,16705.880859375,614471.375,-629407.3125
2.28000008064555e-05,16678.578125,614485.5,-629394.125
2.28999997489154e-05,16651.275390625,614499.625,-629380.9375
2.30000005103648e-05,16623.974609375,614513.75,-629367.8125
2.30999994528247e-05,16596.671875,614527.875,-629354.625
2.3200000214274e-05,16569.369140625,614542,-629341.5
2.3299999156734e-05,16542.06640625,614556.125,-629328.3125
2.33999999181833e-05,16514.763671875,614570.25,-629315.125
2.35000006796326e-05,16487.4609375,614584.375,-629302
2.35999996220926e-05,16460.158203125,614598.5,-629288.8125
2.37000003835419e-05,16432.85546875,614612.625,-629275.625
2.37999993260019e-05,16405.552734375,614626.6875,-629262.4375
2.39000000874512e-05,16378.25,614640.8125,-629249.3125
2.40000008489005e-05,16350.947265625,614654.9375,-629236.125
2.40999997913605e-05,16323.64453125,614669.0625,-629222.9375
2.42000005528098e-05,16296.341796875,614683.1875,-629209.75
2.42999994952697e-05,16269.0390625,614697.3125,-629196.625
2.44000002567191e-05,16241.736328125,614711.375,-629183.4375
2.4499999199179e-05,16214.43359375,614725.5,-629170.25
2.45999999606283e-05,16187.1298828125,614739.625,-629157.0625
2.47000007220777e-05,16159.8271484375,614753.75,-629143.875
2.47999996645376e-05,16132.5244140625,614767.8125,-629130.6875
2.49000004259869e-05,16105.2216796875,614781.9375,-629117.5625
2.49999993684469e-05,16077.9189453125,614796.0625,-629104.375
2.51000001298962e-05,16050.615234375,614810.125,-629091.1875
2.52000008913456e-05,16023.3125,614824.25,-629078
2.52999998338055e-05,15996.009765625,614838.375,-629064.8125
2.54000005952548e-05,15968.7060546875,614852.4375,-629051.625
2.54999995377148e-05,15941.4033203125,614866.5625,-629038.4375
2.56000002991641e-05,15914.1005859375,614880.6875,-629025.25
2.5699999241624e-05,15886.796875,614894.75,-629012.0625
2.58000000030734e-05,15859.494140625,614908.875,-628998.875
2.59000007645227e-05,15832.1904296875,614922.9375,-628985.6875
2.59999997069826e-05,15804.8876953125,614937.0625,-628972.5
2.6100000468432e-05,15777.583984375,614951.125,-628959.3125
2.61999994108919e-05,15750.28125,614965.25,-628946.125
2.63000001723412e-05,15722.9775390625,614979.3125,-628932.9375
2.63999991148012e-05,15695.6748046875,614993.4375,-628919.75
2.64999998762505e-05,15668.37109375,615007.5,-628906.5625
2.66000006376998e-05,15641.0673828125,615021.625,-628893.3125
2.66999995801598e-05,15613.7646484375,615035.6875,-628880.125
2.68000003416091e-05,15586.4609375,615049.8125,-628866.9375
2.68999992840691e-05,15559.1572265625,615063.875,-628853.75
2.70000000455184e-05,15531.8544921875,615078,-628840.5625
2.71000008069677e-05,15504.55078125,615092.0625,-628827.375
2.71999997494277e-05,15477.2470703125,615106.125,-628814.125
2.7300000510877e-05,15449.943359375,615120.25,-628800.9375
2.73999994533369e-05,15422.6396484375,615134.3125,-628787.75
2.75000002147863e-05,15395.3369140625,615148.375,-628774.5625
2.75999991572462e-05,15368.033203125,615162.5,-628761.3125
2.76999999186955e-05,15340.7294921875,615176.5625,-628748.125
2.78000006801449e-05,15313.42578125,615190.625,-628734.9375
2.78999996226048e-05,15286.1220703125,615204.75,-628721.75
2.80000003840541e-05,15258.818359375,615218.8125,-628708.5
2.80999993265141e-05,15231.5146484375,615232.875,-628695.3125
2.82000000879634e-05,15204.2109375,615246.9375,-628682.125
2.83000008494128e-05,15176.9072265625,615261.0625,-628668.875
2.83999997918727e-05,15149.603515625,615275.125,-628655.6875
2.8500000553322e-05,15122.2998046875,615289.1875,-628642.4375
2.8599999495782e-05,15094.99609375,615303.25,-628629.25
2.87000002572313e-05,15067.6923828125,615317.3125,-628616.0625
2.87999991996912e-05,15040.388671875,615331.4375,-628602.8125
2.88999999611406e-05,15013.0849609375,615345.5,-628589.625
2.90000007225899e-05,14985.78125,615359.5625,-628576.375
2.90999996650498e-05,14958.4775390625,615373.625,-628563.1875
2.92000004264992e-05,14931.1728515625,615387.6875,-628549.9375
2.92999993689591e-05,14903.869140625,615401.75,-628536.75
2.94000001304084e-05,14876.5654296875,615415.8125,-628523.5
2.95000008918578e-05,14849.26171875,615429.875,-628510.3125
2.95999998343177e-05,14821.9580078125,615443.9375,-628497.0625
2.97000005957671e-05,14794.6533203125,615458,-628483.875
2.9799999538227e-05,14767.349609375,615472.0625,-628470.625
2.99000002996763e-05,14740.044921875,615486.125,-628457.375
2.99999992421363e-05,14712.7412109375,615500.1875,-628444.1875
3.01000000035856e-05,14685.4375,615514.25,-628430.9375
3.02000007650349e-05,14658.1328125,615528.3125,-628417.75
3.02999997074949e-05,14630.8291015625,615542.375,-628404.5
3.04000004689442e-05,14603.5244140625,615556.4375,-628391.25
3.04999994114041e-05,14576.220703125,615570.5,-628378.0625
3.06000001728535e-05,14548.9169921875,615584.5625,-628364.8125
3.07000009343028e-05,14521.6123046875,615598.625,-628351.5625
3.08000016957521e-05,14494.3076171875,615612.6875,-628338.375
3.08999988192227e-05,14467.00390625,615626.75,-628325.125
3.0999999580672e-05,14439.69921875,615640.8125,-628311.875
3.11000003421213e-05,14412.3955078125,615654.8125,-628298.625
3.12000011035707e-05,14385.0908203125,615668.875,-628285.4375
3.12999982270412e-05,14357.787109375,615682.9375,-628272.1875
3.13999989884906e-05,14330.482421875,615697,-628258.9375
3.14999997499399e-05,14303.177734375,615711.0625,-628245.6875
3.16000005113892e-05,14275.8740234375,615725.0625,-628232.4375
3.17000012728386e-05,14248.5693359375,615739.125,-628219.1875
3.17999983963091e-05,14221.2646484375,615753.1875,-628206
3.18999991577584e-05,14193.9599609375,615767.25,-628192.75
3.19999999192078e-05,14166.6552734375,615781.25,-628179.5
3.21000006806571e-05,14139.3515625,615795.3125,-628166.25
3.22000014421064e-05,14112.046875,615809.375,-628153
3.2299998565577e-05,14084.7421875,615823.375,-628139.75
3.23999993270263e-05,14057.4375,615837.4375,-628126.5
3.25000000884756e-05,14030.1328125,615851.5,-628113.25
3.2600000849925e-05,14002.828125,615865.5,-628100
3.27000016113743e-05,13975.5234375,615879.5625,-628086.75
3.27999987348448e-05,13948.21875,615893.5625,-628073.5
3.28999994962942e-05,13920.9140625,615907.625,-628060.25
3.30000002577435e-05,13893.609375,615921.6875,-628047
3.31000010191929e-05,13866.3046875,615935.6875,-628033.75
3.32000017806422e-05,13839,615949.75,-628020.5
3.32999989041127e-05,13811.6953125,615963.75,-628007.25
3.33999996655621e-05,13784.390625,615977.8125,-627994
3.35000004270114e-05,13757.0859375,615991.8125,-627980.75
3.36000011884607e-05,13729.78125,616005.875,-627967.5
3.36999983119313e-05,13702.4765625,616019.875,-627954.1875
3.37999990733806e-05,13675.171875,616033.9375,-627940.9375
3.38999998348299e-05,13647.8671875,616047.9375,-627927.6875
3.40000005962793e-05,13620.5615234375,616062,-627914.4375
3.41000013577286e-05,13593.2568359375,616076,-627901.1875
3.41999984811991e-05,13565.9521484375,616090,-627887.9375
3.42999992426485e-05,13538.6474609375,616104.0625,-627874.625
3.44000000040978e-05,13511.341796875,616118.0625,-627861.375
3.45000007655472e-05,13484.037109375,616132.125,-627848.125
3.46000015269965e-05,13456.732421875,616146.125,-627834.875
3.4699998650467e-05,13429.4267578125,616160.125,-627821.5625
3.47999994119164e-05,13402.1220703125,616174.1875,-627808.3125
3.49000001733657e-05,13374.8173828125,616188.1875,-627795.0625
3.5000000934815e-05,13347.51171875,616202.1875,-627781.75
3.51000016962644e-05,13320.20703125,616216.1875,-627768.5
3.51999988197349e-05,13292.90234375,616230.25,-627755.25
3.52999995811842e-05,13265.5966796875,616244.25,-627741.9375
3.54000003426336e-05,13238.2919921875,616258.25,-627728.6875
3.55000011040829e-05,13210.986328125,616272.25,-627715.4375
3.55999982275534e-05,13183.6806640625,616286.3125,-627702.125
3.56999989890028e-05,13156.3759765625,616300.3125,-627688.875
3.57999997504521e-05,13129.0703125,616314.3125,-627675.5625
3.59000005119015e-05,13101.765625,616328.3125,-627662.3125
3.60000012733508e-05,13074.4599609375,616342.3125,-627649
3.60999983968213e-05,13047.1552734375,616356.3125,-627635.75
3.61999991582707e-05,13019.849609375,616370.375,-627622.4375
3.629999991972e-05,12992.544921875,616384.375,-627609.1875
3.64000006811693e-05,12965.2392578125,616398.375,-627595.875
3.65000014426187e-05,12937.93359375,616412.375,-627582.625
3.65999985660892e-05,12910.6279296875,616426.375,-627569.3125
3.66999993275385e-05,12883.3232421875,616440.375,-627556.0625
3.68000000889879e-05,12856.017578125,616454.375,-627542.75
3.69000008504372e-05,12828.7119140625,616468.375,-627529.5
3.70000016118865e-05,12801.4072265625,616482.375,-627516.1875
3.70999987353571e-05,12774.1015625,616496.375,-627502.875
3.71999994968064e-05,12746.7958984375,616510.375,-627489.625
3.73000002582557e-05,12719.490234375,616524.375,-627476.3125
3.74000010197051e-05,12692.185546875,616538.375,-627463
3.75000017811544e-05,12664.8798828125,616552.375,-627449.75
3.7599998904625e-05,12637.57421875,616566.375,-627436.4375
3.76999996660743e-05,12610.2685546875,616580.375,-627423.125
3.78000004275236e-05,12582.962890625,616594.375,-627409.875
3.7900001188973e-05,12555.6572265625,616608.375,-627396.5625
3.79999983124435e-05,12528.3515625,616622.3125,-627383.25
3.80999990738928e-05,12501.0458984375,616636.3125,-627369.9375
3.81999998353422e-05,12473.740234375,616650.3125,-627356.6875
3.83000005967915e-05,12446.4345703125,616664.3125,-627343.375
3.84000013582408e-05,12419.12890625,616678.3125,-627330.0625
3.84999984817114e-05,12391.8232421875,616692.3125,-627316.75
3.85999992431607e-05,12364.517578125,616706.25,-627303.4375
3.870000000461e-05,12337.2119140625,616720.25,-627290.1875
3.88000007660594e-05,12309.90625,616734.25,-627276.875
3.89000015275087e-05,12282.599609375,616748.25,-627263.5625
3.89999986509793e-05,12255.2939453125,616762.1875,-627250.25
3.90999994124286e-05,12227.98828125,616776.1875,-627236.9375
3.92000001738779e-05,12200.6826171875,616790.1875,-627223.625
3.93000009353273e-05,12173.376953125,616804.125,-627210.3125
3.94000016967766e-05,12146.0712890625,616818.125,-627197
3.94999988202471e-05,12118.7646484375,616832.125,-627183.6875
3.95999995816965e-05,12091.458984375,616846.0625,-627170.375
3.97000003431458e-05,12064.1533203125,616860.0625,-627157.0625
3.98000011045951e-05,12036.8466796875,616874.0625,-627143.75
3.98999982280657e-05,12009.541015625,616888,-627130.4375
3.9999998989515e-05,11982.2353515625,616902,-627117.125
4.00999997509643e-05,11954.9296875,616915.9375,-627103.8125
4.02000005124137e-05,11927.623046875,616929.9375,-627090.5
4.0300001273863e-05,11900.3173828125,616943.9375,-627077.1875
4.03999983973335e-05,11873.0107421875,616957.875,-627063.875
4.04999991587829e-05,11845.705078125,616971.875,-627050.5625
4.05999999202322e-05,11818.3994140625,616985.8125,-627037.25
4.07000006816816e-05,11791.0927734375,616999.8125,-627023.9375
4.08000014431309e-05,11763.787109375,617013.75,-627010.5625
4.08999985666014e-05,11736.48046875,617027.75,-626997.25
4.09999993280508e-05,11709.1748046875,617041.6875,-626983.9375
4.11000000895001e-05,11681.8681640625,617055.625,-626970.625
4.12000008509494e-05,11654.5625,617069.625,-626957.3125
4.13000016123988e-05,11627.255859375,617083.5625,-626943.9375
4.13999987358693e-05,11599.9501953125,617097.5625,-626930.625
4.14999994973186e-05,11572.6435546875,617111.5,-626917.3125
4.1600000258768e-05,11545.337890625,617125.4375,-626904
4.17000010202173e-05,11518.03125,617139.4375,-626890.625
4.18000017816667e-05,11490.724609375,617153.375,-626877.3125
4.18999989051372e-05,11463.4189453125,617167.3125,-626864
4.19999996665865e-05,11436.1123046875,617181.3125,-626850.6875
4.21000004280359e-05,11408.8056640625,617195.25,-626837.3125
4.22000011894852e-05,11381.5,617209.1875,-626824
4.22999983129557e-05,11354.193359375,617223.1875,-626810.6875
4.23999990744051e-05,11326.88671875,617237.125,-626797.3125
4.24999998358544e-05,11299.5810546875,617251.0625,-626784
4.26000005973037e-05,11272.2744140625,617265,-626770.625
4.27000013587531e-05,11244.9677734375,617279,-626757.3125
4.27999984822236e-05,11217.6611328125,617292.9375,-626744
4.28999992436729e-05,11190.3544921875,617306.875,-626730.625
4.30000000051223e-05,11163.048828125,617320.8125,-626717.3125
4.31000007665716e-05,11135.7421875,617334.75,-626703.9375
4.32000015280209e-05,11108.435546875,617348.6875,-626690.625
4.32999986514915e-05,11081.12890625,617362.6875,-626677.25
4.33999994129408e-05,11053.822265625,617376.625,-626663.9375
4.35000001743902e-05,11026.515625,617390.5625,-626650.5625
4.36000009358395e-05,10999.208984375,617404.5,-626637.25
4.37000016972888e-05,10971.9033203125,617418.4375,-626623.875
4.37999988207594e-05,10944.5966796875,617432.375,-626610.5
4.38999995822087e-05,10917.2900390625,617446.3125,-626597.1875
4.4000000343658e-05,10889.9833984375,617460.25,-626583.8125
4.41000011051074e-05,10862.67578125,617474.1875,-626570.5
4.41999982285779e-05,10835.369140625,617488.125,-626557.125
4.42999989900272e-05,10808.0634765625,617502.0625,-626543.75
4.43999997514766e-05,10780.755859375,617516,-626530.4375
4.45000005129259e-05,10753.44921875,617529.9375,-626517.0625
4.46000012743752e-05,10726.142578125,617543.875,-626503.6875
4.46999983978458e-05,10698.8359375,617557.8125,-626490.375
4.47999991592951e-05,10671.529296875,617571.75,-626477
4.48999999207444e-05,10644.22265625,617585.6875,-626463.625
4.50000006821938e-05,10616.916015625,617599.625,-626450.25
4.51000014436431e-05,10589.609375,617613.5,-626436.9375
4.51999985671137e-05,10562.3017578125,617627.4375,-626423.5625
4.5299999328563e-05,10534.9951171875,617641.375,-626410.1875
4.54000000900123e-05,10507.6884765625,617655.3125,-626396.8125
4.55000008514617e-05,10480.3818359375,617669.25,-626383.4375
4.5600001612911e-05,10453.07421875,617683.1875,-626370.125
4.56999987363815e-05,10425.767578125,617697.0625,-626356.75
4.57999994978309e-05,10398.4609375,617711,-626343.375
4.59000002592802e-05,10371.154296875,617724.9375,-626330
4.60000010207295e-05,10343.8466796875,617738.875,-626316.625
4.61000017821789e-05,10316.5400390625,617752.75,-626303.25
4.61999989056494e-05,10289.2333984375,617766.6875,-626289.875
4.62999996670987e-05,10261.9267578125,617780.625,-626276.5
4.64000004285481e-05,10234.619140625,617794.5625,-626263.125
4.65000011899974e-05,10207.3125,617808.4375,-626249.75
4.65999983134679e-05,10180.005859375,617822.375,-626236.4375
4.66999990749173e-05,10152.6982421875,617836.3125,-626223.0625
4.67999998363666e-05,10125.3916015625,617850.1875,-626209.6875
4.6900000597816e-05,10098.083984375,617864.125,-626196.3125
